50,50,21.5091,31.3743,1.458652384,7,2.63859,2.64E+06
50,100,29.0965,44.5223,,5,3.18739,3.19E+06
50,150,35.4799,51.4444,,5,4.82805,4.83E+06
50,200,41.0132,57.5733,,2,2.86743,2.87E+06
50,250,45.5678,65.6555,,3,5.02442,5.02E+06
50,300,49.5875,72.1394,,2,4.25131,4.25E+06
50,350,53.588,76.9769,,2,6.19544,6.20E+06
50,400,57.4754,83.4907,,4,11.8823,1.19E+07
50,450,60.7899,89.1965,,3,9.5429,9.54E+06
50,500,64.0277,94.3898,,2,8.43667,8.44E+06
50,550,67.0455,95.793,,1,5.85094,5.85E+06
50,600,70.1547,101.769,,2,10.3032,1.03E+07
50,650,72.8718,104.595,,3,15.647,1.56E+07
50,700,75.5722,107.647,,2,12.0388,1.20E+07
50,750,78.3315,113.079,,2,12.1157,1.21E+07
50,800,80.9331,119.251,,2,11.6781,1.17E+07
50,850,83.182,122.001,,2,13.0026,1.30E+07
50,900,85.7309,118.996,,1,8.32888,8.33E+06
50,950,88.0886,124.216,,1,9.61193,9.61E+06
50,1000,90.2298,130.532,,2,15.425,1.54E+07
100,50,21.5966,33.7356,,5,1.9055,1.91E+06
100,100,29.8473,45.9334,,5,3.38079,3.38E+06
100,150,35.8823,55.6344,,4,3.98963,3.99E+06
100,200,41.4998,59.9914,,3,4.09223,4.09E+06
100,250,46.2882,66.7002,,2,3.63703,3.64E+06
100,300,50.4009,71.29,,1,2.75143,2.75E+06
100,350,54.2836,81.2962,,3,8.50838,8.51E+06
100,400,58.0874,81.2129,,1,4.17875,4.18E+06
100,450,61.4326,89.0718,,2,6.57473,6.57E+06
100,500,64.6999,91.524,,2,8.63495,8.63E+06
100,550,67.8465,97.3897,,3,13.4607,1.35E+07
100,600,70.7015,104.752,,3,14.1378,1.41E+07
100,650,73.6522,106.962,,2,11.0536,1.11E+07
100,700,76.3623,111.953,,3,16.7095,1.67E+07
100,750,79.0151,111.382,,1,8.0033,8.00E+06
100,800,81.6823,115.327,,2,11.514,1.15E+07
100,850,83.9793,118.47,,1,8.58655,8.59E+06
100,900,86.5877,121.552,,2,13.0463,1.30E+07
100,950,88.8065,127.958,,2,14.9424,1.49E+07
100,1000,91.1726,130.613,,2,15.6745,1.57E+07
150,50,21.7029,32.7466,,6,2.51253,2.51E+06
150,100,30.0254,44.0968,,4,2.61786,2.62E+06
150,150,36.2857,53.3271,,4,4.23892,4.24E+06
150,200,41.8247,60.5369,,2,2.88914,2.89E+06
150,250,46.7018,70.1,,4,6.58979,6.59E+06
150,300,50.6811,75.64,,4,7.35812,7.36E+06
150,350,54.5327,78.5498,,2,5.88566,5.89E+06
150,400,58.4037,82.1186,,2,6.77701,6.78E+06
150,450,61.8085,88.6147,,2,6.70316,6.70E+06
150,500,65.1053,92.0139,,2,7.98241,7.98E+06
150,550,68.2882,98.4955,,3,12.9539,1.30E+07
150,600,71.1692,104.052,,2,10.4502,1.05E+07
150,650,74.007,105.391,,3,15.0988,1.51E+07
150,700,76.7752,111.953,,3,17.0054,1.70E+07
150,750,79.4286,115.071,,3,16.6678,1.67E+07
150,800,82.1456,116.785,,3,15.8682,1.59E+07
150,850,84.5184,122.44,,3,20.1429,2.01E+07
150,900,87.1214,121.552,,2,13.4722,1.35E+07
150,950,89.3595,128.083,,2,15.1404,1.51E+07
150,1000,91.5932,130.613,,2,15.7475,1.57E+07
200,50,22.0761,33.4767,,9,4.18209,4.18E+06
200,100,30.1489,45.9123,,5,3.67911,3.68E+06
200,150,36.5317,55.6344,,4,4.0249,4.02E+06
200,200,42.0437,62.9717,,3,4.10886,4.11E+06
200,250,46.7695,64.0451,,4,6.6361,6.64E+06
200,300,50.886,71.4526,,4,7.96832,7.97E+06
200,350,54.9214,78.1487,,2,5.13337,5.13E+06
200,400,58.6087,82.1186,,2,6.58188,6.58E+06
200,450,62.1436,88.3743,,3,9.452,9.45E+06
200,500,65.4188,96.9319,,3,11.9266,1.19E+07
200,550,68.5501,96.5671,,3,12.4723,1.25E+07
200,600,71.4571,104.752,,2,10.317,1.03E+07
200,650,74.3713,105.712,,3,15.307,1.53E+07
200,700,77.2311,107.669,,2,11.6949,1.17E+07
200,750,79.8089,118.012,,3,17.2298,1.72E+07
200,800,82.4507,114.134,,2,11.9763,1.20E+07
200,850,84.908,120.838,,2,14.2807,1.43E+07
200,900,87.2649,121.552,,2,13.5812,1.36E+07
200,950,89.5986,127.958,,2,14.8367,1.48E+07
200,1000,91.7531,130.613,,2,16.0525,1.61E+07
250,50,22.2393,34.092,,9,3.81807,3.82E+06
250,100,30.3053,45.6165,,4,2.70827,2.71E+06
250,150,36.7657,53.3271,,3,3.09141,3.09E+06
250,200,42.1322,60.5369,,3,4.12323,4.12E+06
250,250,46.9309,66.2127,,4,6.9873,6.99E+06
250,300,51.1754,77.002,,4,7.78477,7.78E+06
250,350,55.0957,78.6359,,2,5.45737,5.46E+06
250,400,58.787,87.0625,,3,10.5721,1.06E+07
250,450,62.3779,88.4344,,3,9.41641,9.42E+06
250,500,65.6082,96.9319,,3,11.9034,1.19E+07
250,550,68.9041,101.812,,3,12.4814,1.25E+07
250,600,71.7611,104.511,,2,9.60046,9.60E+06
250,650,74.6239,108.492,,3,15.943,1.59E+07
250,700,77.3501,107.188,,2,10.8106,1.08E+07
250,750,79.9303,112.925,,2,12.5138,1.25E+07
250,800,82.5576,114.134,,2,13.1665,1.32E+07
250,850,85.0194,120.838,,2,13.8197,1.38E+07
250,900,87.326,125.235,,3,20.0064,2.00E+07
250,950,89.6854,128.083,,2,15.1691,1.52E+07
250,1000,91.9216,130.613,,2,15.9268,1.59E+07
300,50,22.2959,34.4448,,11,4.23991,4.24E+06
300,100,30.3984,44.1953,,4,2.80926,2.81E+06
300,150,36.8441,52.4127,,3,3.1521,3.15E+06
300,200,42.278,60.377,,4,5.2548,5.25E+06
300,250,47.0073,66.395,,4,6.30119,6.30E+06
300,300,51.3102,74.9917,,4,7.42809,7.43E+06
300,350,55.2364,77.4153,,3,7.3535,7.35E+06
300,400,58.9472,83.1426,,2,7.06905,7.07E+06
300,450,62.6027,88.3743,,3,9.59912,9.60E+06
300,500,65.9123,94.9159,,3,11.1035,1.11E+07
300,550,69.1248,99.341,,3,11.5983,1.16E+07
300,600,71.8602,101.76,,2,11.3007,1.13E+07
300,650,74.7284,110.177,,3,16.7333,1.67E+07
300,700,77.4514,111.953,,3,15.3767,1.54E+07
300,750,80.0144,112.603,,2,12.7749,1.28E+07
300,800,82.6704,116.777,,2,13.8059,1.38E+07
300,850,85.0996,120.802,,2,15.105,1.51E+07
300,900,87.4303,125.235,,3,21.3842,2.14E+07
300,950,89.7562,127.39,,2,15.5283,1.55E+07
300,1000,92.0096,130.027,,2,16.486,1.65E+07
350,50,22.4101,33.6783,,11,5.48381,5.48E+06
350,100,30.4639,45.9544,,4,2.90597,2.91E+06
350,150,36.864,55.9205,,4,4.28749,4.29E+06
350,200,42.3767,59.579,,4,5.46611,5.47E+06
350,250,47.1217,70.8068,,7,13.9818,1.40E+07
350,300,51.4069,73.9464,,4,8.08047,8.08E+06
350,350,55.4157,77.4153,,3,7.16123,7.16E+06
350,400,59.2229,81.7173,,1,4.27217,4.27E+06
350,450,62.638,88.4344,,3,9.45764,9.46E+06
350,500,66.0072,94.9159,,3,10.9298,1.09E+07
350,550,69.1936,99.341,,3,11.8411,1.18E+07
350,600,71.8963,104.511,,2,10.7739,1.08E+07
350,650,74.7951,109.834,,4,24.976,2.50E+07
350,700,77.5318,115.771,,3,15.5574,1.56E+07
350,750,80.0973,113.617,,3,18.4138,1.84E+07
350,800,82.7513,117.655,,1,8.58233,8.58E+06
350,850,85.1911,122.44,,3,19.4575,1.95E+07
350,900,87.4759,121.082,,1,9.58002,9.58E+06
350,950,89.8371,127.39,,2,17.041,1.70E+07
350,1000,92.0849,132.725,,3,21.8006,2.18E+07
400,50,22.4258,33.9926,,6,2.06189,2.06E+06
400,100,30.6189,45.4147,,4,2.83187,2.83E+06
400,150,37.1034,55.3993,,3,3.07924,3.08E+06
400,200,42.4713,61.7076,,4,5.27379,5.27E+06
400,250,47.2526,66.395,,7,12.0871,1.21E+07
400,300,51.5069,72.5004,,5,9.96965,9.97E+06
400,350,55.6008,80.339,,2,5.28817,5.29E+06
400,400,59.3035,85.4765,,2,6.81395,6.81E+06
400,450,62.7491,88.3743,,3,9.64031,9.64E+06
400,500,66.0457,95.7324,,3,11.6523,1.17E+07
400,550,69.2045,99.341,,3,12.7408,1.27E+07
400,600,71.9835,101.76,,2,10.648,1.06E+07
400,650,74.8353,104.409,,2,10.0133,1.00E+07
400,700,77.624,112.38,,2,11.3813,1.14E+07
400,750,80.1556,113.276,,1,9.57449,9.57E+06
400,800,82.8092,117.655,,1,8.40405,8.40E+06
400,850,85.2972,122.171,,3,18.8378,1.88E+07
400,900,87.5375,121.082,,1,9.43782,9.44E+06
400,950,89.8733,127.39,,2,15.5252,1.55E+07
400,1000,92.1782,128.478,,2,15.4401,1.54E+07
450,50,22.5785,34.2618,,7,2.82276,2.82E+06
450,100,30.6797,46.3003,,5,3.29349,3.29E+06
450,150,37.2151,55.7733,,5,5.48589,5.49E+06
450,200,42.5602,61.7076,,5,6.42568,6.43E+06
450,250,47.2972,66.2127,,4,6.68767,6.69E+06
450,300,51.7107,72.926,,5,10.0338,1.00E+07
450,350,55.6285,79.7228,,2,5.56246,5.56E+06
450,400,59.4016,81.7173,,1,4.07934,4.08E+06
450,450,62.7829,88.3743,,4,13.032,1.30E+07
450,500,66.0805,95.7324,,3,11.9671,1.20E+07
450,550,69.2558,99.341,,3,12.5005,1.25E+07
450,600,72.0398,104.511,,2,10.7777,1.08E+07
450,650,74.9102,108.484,,3,13.1446,1.31E+07
450,700,77.6639,112.38,,2,10.7348,1.07E+07
450,750,80.211,113.276,,1,9.12659,9.13E+06
450,800,82.8442,117.655,,1,8.08201,8.08E+06
450,850,85.3336,122.44,,4,26.0512,2.61E+07
450,900,87.581,125.092,,2,14.0684,1.41E+07
450,950,89.9291,127.572,,2,15.8905,1.59E+07
450,1000,92.2649,128.154,,2,15.3264,1.53E+07
500,50,22.6027,33.6783,,7,2.7944,2.79E+06
500,100,30.7051,46.415,,5,3.62692,3.63E+06
500,150,37.3118,53.8773,,7,7.1521,7.15E+06
500,200,42.602,62.9333,,6,9.13618,9.14E+06
500,250,47.3964,67.9283,,5,8.51714,8.52E+06
500,300,51.7746,73.7631,,3,6.16354,6.16E+06
500,350,55.6942,79.7228,,2,5.5473,5.55E+06
500,400,59.4312,84.5895,,2,6.37471,6.37E+06
500,450,62.8622,91.5821,,7,26.6157,2.66E+07
500,500,66.1011,95.7324,,3,11.2873,1.13E+07
500,550,69.322,98.4955,,5,21.2498,2.12E+07
500,600,72.0765,102.158,,2,10.8286,1.08E+07
500,650,74.9365,104.409,,2,10.4267,1.04E+07
500,700,77.7074,112.38,,2,11.0131,1.10E+07
500,750,80.2838,113.276,,1,9.43992,9.44E+06
500,800,82.8521,115.436,,2,14.5173,1.45E+07
500,850,85.3691,120.686,,3,18.9792,1.90E+07
500,900,87.6862,125.162,,2,14.2375,1.42E+07
500,950,90.0548,126.419,,2,15.8234,1.58E+07
500,1000,92.3063,133.306,,3,21.7513,2.18E+07
550,50,22.6526,34.4026,,13,6.13466,6.13E+06
550,100,30.7641,45.4147,,5,3.26264,3.26E+06
550,150,37.3118,55.3032,,7,7.34581,7.35E+06
550,200,42.6414,60.3129,,4,5.82437,5.82E+06
550,250,47.4954,68.4954,,6,11.2247,1.12E+07
550,300,51.8338,75.8634,,5,9.65661,9.66E+06
550,350,55.7114,80.339,,2,5.99056,5.99E+06
550,400,59.5268,81.7173,,1,4.2006,4.20E+06
550,450,62.881,88.3743,,3,10.0355,1.00E+07
550,500,66.1507,94.3898,,3,12.2025,1.22E+07
550,550,69.3675,97.9096,,1,6.79922,6.80E+06
550,600,72.1052,103.016,,3,15.7066,1.57E+07
550,650,74.946,104.867,,2,10.6918,1.07E+07
550,700,77.7414,112.41,,2,11.3517,1.14E+07
550,750,80.2997,113.276,,2,14.1264,1.41E+07
550,800,82.9523,117.655,,2,13.7311,1.37E+07
550,850,85.457,120.802,,2,14.1847,1.42E+07
550,900,87.7397,125.162,,2,14.6146,1.46E+07
550,950,90.0825,127.158,,2,15.8287,1.58E+07
550,1000,92.3496,133.306,,3,24.0502,2.41E+07
600,50,22.7,35.0845,,6,2.38421,2.38E+06
600,100,30.8966,45.1692,,4,3.04083,3.04E+06
600,150,37.347,54.5994,,6,5.86008,5.86E+06
600,200,42.6962,60.2006,,6,8.86591,8.87E+06
600,250,47.5635,66.1251,,6,11.6091,1.16E+07
600,300,51.8482,73.3556,,4,8.15376,8.15E+06
600,350,55.7511,79.7228,,2,6.05497,6.05E+06
600,400,59.5838,85.3067,,2,6.57003,6.57E+06
600,450,62.9163,90.3597,,5,17.938,1.79E+07
600,500,66.1975,90.6215,,2,9.48304,9.48E+06
600,550,69.3866,97.9096,,1,6.56994,6.57E+06
600,600,72.1299,103.016,,3,16.2647,1.63E+07
600,650,74.9809,109.199,,3,14.3953,1.44E+07
600,700,77.752,112.41,,2,11.584,1.16E+07
600,750,80.3459,113.276,,2,14.2749,1.43E+07
600,800,82.9744,119.097,,4,25.6997,2.57E+07
600,850,85.4686,120.894,,2,14.7709,1.48E+07
600,900,87.7877,125.162,,2,16.3179,1.63E+07
600,950,90.0956,126.934,,2,15.9966,1.60E+07
600,1000,92.4174,128.154,,2,17.0795,1.71E+07
650,50,22.7131,34.2618,,5,2.03962,2.04E+06
650,100,30.986,43.3002,,6,4.70539,4.71E+06
650,150,37.3498,53.4539,,6,6.15455,6.15E+06
650,200,42.7383,62.4475,,4,5.31913,5.32E+06
650,250,47.6439,67.7858,,4,6.93833,6.94E+06
650,300,51.8714,74.0314,,6,12.1344,1.21E+07
650,350,55.7512,79.7228,,2,6.34162,6.34E+06
650,400,59.5844,85.3067,,2,6.72235,6.72E+06
650,450,62.948,88.3743,,3,10.7721,1.08E+07
650,500,66.2227,95.3681,,2,8.5501,8.55E+06
650,550,69.3991,97.9096,,1,7.16721,7.17E+06
650,600,72.1646,103.016,,3,16.0801,1.61E+07
650,650,75.0309,107.269,,3,17.2701,1.73E+07
650,700,77.792,112.38,,2,11.4167,1.14E+07
650,750,80.3748,113.276,,2,13.5598,1.36E+07
650,800,83.0188,117.655,,2,14.0103,1.40E+07
650,850,85.4888,120.894,,2,14.2284,1.42E+07
650,900,87.8258,125.092,,2,15.3969,1.54E+07
650,950,90.1515,126.934,,2,16.1037,1.61E+07
650,1000,92.4809,128.154,,2,17.1173,1.71E+07
700,50,22.7297,34.2618,,6,2.27271,2.27E+06
700,100,30.9881,46.5814,,5,3.36476,3.36E+06
700,150,37.3787,55.3032,,5,4.98875,4.99E+06
700,200,42.8698,64.3314,,7,9.14065,9.14E+06
700,250,47.6579,67.8856,,5,9.06975,9.07E+06
700,300,51.8907,74.1032,,4,9.40106,9.40E+06
700,350,55.8047,80.339,,3,8.44508,8.45E+06
700,400,59.6525,85.6855,,2,6.66288,6.66E+06
700,450,62.9564,91.1535,,4,14.8982,1.49E+07
700,500,66.2279,94.9006,,2,9.75149,9.75E+06
700,550,69.4378,97.9096,,1,7.03391,7.03E+06
700,600,72.1899,102.158,,2,11.7399,1.17E+07
700,650,75.0898,109.199,,3,17.3658,1.74E+07
700,700,77.865,112.38,,2,11.9187,1.19E+07
700,750,80.4154,113.276,,2,15.3563,1.54E+07
700,800,83.0191,119.097,,3,21.1034,2.11E+07
700,850,85.5556,120.894,,2,16.7086,1.67E+07
700,900,87.8447,125.092,,2,15.4756,1.55E+07
700,950,90.1726,131.396,,3,22.5126,2.25E+07
700,1000,92.53,132.965,,3,22.58,2.26E+07
750,50,22.7297,35.9287,,7,3.05335,3.05E+06
750,100,31.075,48.4934,,6,4.19581,4.20E+06
750,150,37.4041,55.3032,,5,5.04035,5.04E+06
750,200,42.9278,61.48,,5,7.24821,7.25E+06
750,250,47.6812,65.8393,,7,12.7484,1.27E+07
750,300,51.9282,73.7631,,4,9.02463,9.02E+06
750,350,55.8256,80.339,,3,8.25521,8.26E+06
750,400,59.6617,85.3067,,2,6.57675,6.58E+06
750,450,62.9706,91.6454,,4,13.3128,1.33E+07
750,500,66.2531,94.9006,,2,9.7607,9.76E+06
750,550,69.442,101.35,,2,9.96514,9.97E+06
750,600,72.2698,102.158,,2,11.4789,1.15E+07
750,650,75.1362,107.025,,3,18.3505,1.84E+07
750,700,77.896,112.41,,2,11.5463,1.15E+07
750,750,80.4384,113.156,,1,9.69203,9.69E+06
750,800,83.0772,117.655,,2,14.0889,1.41E+07
750,850,85.587,120.802,,2,15.0112,1.50E+07
750,900,87.878,125.162,,2,16.2449,1.62E+07
750,950,90.2099,131.396,,3,20.8873,2.09E+07
750,1000,92.6409,128.61,,2,16.0831,1.61E+07
800,50,22.8092,34.2618,,7,2.87407,2.87E+06
800,100,31.0913,46.2062,,8,5.90859,5.91E+06
800,150,37.4984,54.8556,,5,5.44826,5.45E+06
800,200,42.9936,60.5289,,5,6.58174,6.58E+06
800,250,47.695,66.395,,5,7.81922,7.82E+06
800,300,51.9446,75.9335,,5,9.80476,9.80E+06
800,350,55.8328,80.339,,4,10.8485,1.08E+07
800,400,59.674,85.3067,,2,6.50562,6.51E+06
800,450,63.0061,91.6454,,4,12.2708,1.23E+07
800,500,66.2701,98.8287,,3,11.1835,1.12E+07
800,550,69.4689,97.9096,,1,6.00952,6.01E+06
800,600,72.2993,103.133,,5,26.4347,2.64E+07
800,650,75.1548,107.269,,3,16.5132,1.65E+07
800,700,77.9096,112.38,,2,12.2433,1.22E+07
800,750,80.4778,113.156,,1,9.6746,9.67E+06
800,800,83.101,119.097,,3,18.6466,1.86E+07
800,850,85.6451,120.894,,2,14.5215,1.45E+07
800,900,87.9124,125.162,,2,15.5752,1.56E+07
800,950,90.3185,126.934,,2,15.7206,1.57E+07
800,1000,92.6877,128.154,,2,16.497,1.65E+07
850,50,22.8092,35.112,,5,1.80051,1.80E+06
850,100,31.0914,44.6091,,9,6.70065,6.70E+06
850,150,37.5084,52.2371,,6,5.9387,5.94E+06
850,200,42.9937,62.1448,,5,6.69737,6.70E+06
850,250,47.6992,67.8856,,6,10.9889,1.10E+07
850,300,51.9449,75.9335,,5,10.1084,1.01E+07
850,350,55.8745,78.7711,,3,7.90481,7.90E+06
850,400,59.6822,85.3067,,2,6.21143,6.21E+06
850,450,63.0348,88.429,,4,12.9915,1.30E+07
850,500,66.2816,95.3681,,2,8.4067,8.41E+06
850,550,69.4889,101.35,,3,13.0479,1.30E+07
850,600,72.3002,107.319,,5,24.0539,2.41E+07
850,650,75.1555,107.269,,3,16.391,1.64E+07
850,700,77.9323,112.41,,2,12.7361,1.27E+07
850,750,80.5202,113.156,,1,8.99639,9.00E+06
850,800,83.14,117.655,,2,13.677,1.37E+07
850,850,85.663,120.802,,2,14.1691,1.42E+07
850,900,87.9684,125.671,,2,15.5056,1.55E+07
850,950,90.3283,126.934,,2,15.2927,1.53E+07
850,1000,92.7574,132.553,,3,21.0725,2.11E+07
900,50,22.8221,34.2618,,6,2.25082,2.25E+06
900,100,31.1227,43.5451,,16,12.844,1.28E+07
900,150,37.6445,55.0667,,6,6.15394,6.15E+06
900,200,42.9949,61.2357,,5,6.39202,6.39E+06
900,250,47.702,66.395,,4,6.47606,6.48E+06
900,300,51.979,77.1838,,5,12.4279,1.24E+07
900,350,55.8763,78.5867,,7,18.9596,1.90E+07
900,400,59.6846,85.6855,,2,6.39093,6.39E+06
900,450,63.0354,90.3597,,4,13.7289,1.37E+07
900,500,66.3441,93.0121,,2,8.17305,8.17E+06
900,550,69.4959,100.136,,2,9.56132,9.56E+06
900,600,72.3325,102.158,,3,14.6513,1.47E+07
900,650,75.2164,107.12,,2,12.3234,1.23E+07
900,700,77.9697,112.38,,2,12.3902,1.24E+07
900,750,80.5575,113.156,,1,8.09583,8.10E+06
900,800,83.1548,117.655,,2,13.1254,1.31E+07
900,850,85.7725,120.802,,2,13.2156,1.32E+07
900,900,87.9907,125.162,,2,16.5487,1.65E+07
900,950,90.3772,126.934,,2,16.5107,1.65E+07
900,1000,92.7953,128.61,,2,15.9886,1.60E+07
950,50,22.9136,35.112,,5,1.76594,1.77E+06
950,100,31.1668,46.8401,,9,5.88002,5.88E+06
950,150,37.6492,53.9491,,6,6.19631,6.20E+06
950,200,42.9995,62.1448,,4,5.14162,5.14E+06
950,250,47.721,67.335,,7,12.3329,1.23E+07
950,300,51.9844,75.2555,,6,13.6312,1.36E+07
950,350,55.8939,78.7711,,4,10.1688,1.02E+07
950,400,59.7128,85.3067,,2,6.48627,6.49E+06
950,450,63.0985,91.2171,,6,24.0475,2.40E+07
950,500,66.3611,94.1949,,6,22.8287,2.28E+07
950,550,69.502,97.9096,,2,10.4303,1.04E+07
950,600,72.3688,103.016,,3,15.4676,1.55E+07
950,650,75.2498,110.794,,3,16.538,1.65E+07
950,700,77.986,112.38,,2,12.3615,1.24E+07
950,750,80.6077,113.156,,1,8.23162,8.23E+06
950,800,83.2029,119.097,,4,25.997,2.60E+07
950,850,85.7894,120.802,,2,13.4329,1.34E+07
950,900,88.0251,125.671,,2,15.4156,1.54E+07
950,950,90.4285,126.419,,2,15.6024,1.56E+07
950,1000,92.8163,128.154,,2,15.6239,1.56E+07
1000,50,22.9136,34.0211,,10,4.65059,4.65E+06
1000,100,31.2,46.2271,,10,7.02115,7.02E+06
1000,150,37.6957,55.2857,,4,4.41896,4.42E+06
1000,200,42.9996,62.1059,,4,5.44307,5.44E+06
1000,250,47.785,69.2256,,6,9.69433,9.69E+06
1000,300,52.0132,75.0497,,4,10.5645,1.06E+07
1000,350,55.8969,78.192,,2,6.01791,6.02E+06
1000,400,59.7129,86.6673,,2,6.4644,6.46E+06
1000,450,63.1596,92.0507,,4,14.4391,1.44E+07
1000,500,66.372,93.0121,,3,13.0548,1.31E+07
1000,550,69.5021,97.9096,,2,10.3202,1.03E+07
1000,600,72.388,105.744,,4,20.4112,2.04E+07
1000,650,75.2934,107.025,,3,17.0727,1.71E+07
1000,700,77.9918,112.41,,2,12.8314,1.28E+07
1000,750,80.667,113.156,,1,7.91336,7.91E+06
1000,800,83.2127,119.097,,3,18.0281,1.80E+07
1000,850,85.8352,125.073,,3,19.2017,1.92E+07
1000,900,88.0697,125.671,,2,15.1863,1.52E+07
1000,950,90.4685,127.773,,2,16.0798,1.61E+07
1000,1000,92.8612,128.61,,3,21.6824,2.17E+07
