50,80,38.4381,3,3,2.37675,2.38E+06
150,70,38.3248,3,3,2.02879,2.03E+06
200,70,39.9311,3,4,1.76768,1.77E+06
250,60,35.3727,3,4,2.00844,2.01E+06
450,60,34.5848,3,4,1.61801,1.62E+06
50,40,29.0208,4,6,1.31301,1.31E+06
50,90,39.822,4,6,3.32196,3.32E+06
100,20,20.65,4,6,0.785028,785028
100,90,46.4775,4,6,3.08916,3.09E+06
150,100,44.0968,4,6,2.69155,2.69E+06
200,60,35.3043,4,6,2.07692,2.08E+06
250,100,45.6165,4,6,2.83588,2.84E+06
300,100,44.1953,4,6,3.02691,3.03E+06
350,70,37.276,4,6,2.64072,2.64E+06
350,80,41.7888,4,6,2.75065,2.75E+06
350,100,45.9544,4,6,3.05521,3.06E+06
400,80,41.9965,4,6,3.08686,3.09E+06
400,100,45.4147,4,6,3.0632,3.06E+06
450,70,40.3526,4,6,2.44256,2.44E+06
500,70,39.7491,4,6,2.28447,2.28E+06
600,100,45.1692,4,6,3.04235,3.04E+06
650,80,40.6986,4,6,2.85808,2.86E+06
50,60,35.8479,5,16,3.02455,3.02E+06
50,100,44.5223,5,16,3.50278,3.50E+06
100,50,33.7356,5,16,2.17664,2.18E+06
100,70,37.3796,5,16,3.17647,3.18E+06
100,100,45.9334,5,16,3.45069,3.45E+06
150,60,36.8324,5,16,3.03637,3.04E+06
200,90,43.954,5,16,3.65157,3.65E+06
200,100,45.9123,5,16,3.69512,3.70E+06
300,60,34.6267,5,16,2.95918,2.96E+06
350,60,36.8324,5,16,3.07262,3.07E+06
450,100,46.3003,5,16,3.58496,3.58E+06
500,100,46.415,5,,3.97469,3.97E+06
550,20,24.2267,5,,1.03695,1.04E+06
550,100,45.4147,5,,3.80011,3.80E+06
600,70,39.1362,5,,2.83056,2.83E+06
650,50,34.2618,5,,2.46894,2.47E+06
700,60,35.8209,5,8,2.89615,2.90E+06
700,70,38.3878,5,8,3.68229,3.68E+06
700,80,43.921,5,8,3.61635,3.62E+06
700,100,46.5814,5,8,3.66588,3.67E+06
750,30,28.7362,5,8,1.32969,1.33E+06
750,60,36.7404,5,8,2.82526,2.83E+06
850,50,35.112,5,8,2.04279,2.04E+06
850,90,41.5916,5,8,3.61875,3.62E+06
950,30,28.2954,5,8,1.51114,1.51E+06
950,50,35.112,5,8,2.29423,2.29E+06
1000,90,42.123,5,8,3.34076,3.34E+06
50,30,25.6799,6,9,1.64845,1.65E+06
50,70,38.5135,6,9,4.30235,4.30E+06
100,10,18.3965,6,9,0.774609,774609
100,30,27.2864,6,9,1.58853,1.59E+06
100,40,29.0208,6,9,1.85961,1.86E+06
100,80,38.4381,6,9,4.20895,4.21E+06
150,50,32.7466,6,9,2.81904,2.82E+06
150,90,44.1516,6,9,4.99165,4.99E+06
200,10,16.3067,6,9,0.746845,746845
250,20,24.1468,6,9,1.18639,1.19E+06
250,40,28.7699,6,9,2.17216,2.17E+06
250,80,41.0417,6,9,4.10649,4.11E+06
250,90,43.8329,6,9,4.28662,4.29E+06
300,20,24.0867,6,9,1.23025,1.23E+06
300,70,38.6138,6,9,3.01366,3.01E+06
300,80,40.8764,6,9,4.7339,4.73E+06
350,90,42.123,6,9,4.69986,4.70E+06
400,50,33.9926,6,9,2.28184,2.28E+06
400,60,37.7656,6,9,3.56158,3.56E+06
400,70,38.6138,6,9,3.84584,3.85E+06
450,20,22.787,6,9,1.39885,1.40E+06
450,90,41.9965,6,9,4.44985,4.45E+06
500,80,41.3351,6,9,4.47627,4.48E+06
550,40,31.6199,6,9,2.17022,2.17E+06
550,60,38.2237,6,9,4.14228,4.14E+06
550,70,40.0761,6,9,3.53183,3.53E+06
550,80,39.2595,6,9,4.438,4.44E+06
600,50,35.0845,6,9,2.69538,2.70E+06
600,60,37.12,6,9,3.66937,3.67E+06
650,60,38.3626,6,9,3.62877,3.63E+06
650,100,43.3002,6,9,5.54601,5.55E+06
700,50,34.2618,6,9,2.5189,2.52E+06
750,20,24.2666,6,9,1.4408,1.44E+06
750,100,48.4934,6,9,4.6975,4.70E+06
800,40,32.1055,6,9,1.95411,1.95E+06
800,70,40.2927,6,9,4.51909,4.52E+06
900,50,34.2618,6,9,2.35011,2.35E+06
900,60,36.6877,6,9,3.0729,3.07E+06
950,20,25.434,6,9,1.27615,1.28E+06
50,20,22.272,7,10.5,1.32253,1.32E+06
50,50,31.3743,7,10.5,2.72398,2.72E+06
100,60,38.0208,7,10.5,3.90411,3.90E+06
150,30,25.6233,7,10.5,2.01648,2.02E+06
150,40,31.0023,7,10.5,2.33238,2.33E+06
150,80,39.0991,7,10.5,5.02873,5.03E+06
200,40,28.8538,7,10.5,2.21335,2.21E+06
200,80,39.0496,7,10.5,5.71729,5.72E+06
350,40,29.6145,7,10.5,2.53793,2.54E+06
450,40,31.0335,7,10.5,2.03214,2.03E+06
450,50,34.2618,7,10.5,2.92673,2.93E+06
500,40,31.0646,7,10.5,2.48247,2.48E+06
500,50,33.6783,7,10.5,2.91597,2.92E+06
500,90,44.1625,7,10.5,5.14065,5.14E+06
750,40,33.2012,7,10.5,2.44057,2.44E+06
750,50,35.9287,7,10.5,3.25086,3.25E+06
800,50,34.2618,7,10.5,2.92307,2.92E+06
800,60,37.74,7,10.5,4.58123,4.58E+06
850,40,31.3898,7,10.5,2.59447,2.59E+06
850,80,40.6986,7,10.5,5.67626,5.68E+06
900,30,28.652,7,10.5,2.12655,2.13E+06
900,90,44.8685,7,10.5,5.00427,5.00E+06
950,60,38.0462,7,10.5,4.15822,4.16E+06
950,80,40.6629,7,10.5,5.02837,5.03E+06
950,90,43.3783,7,10.5,4.61779,4.62E+06
200,30,26.6227,8,12,2.51934,2.52E+06
250,10,17.0602,8,12,1.09071,1.09E+06
350,20,23.9053,8,12,1.80123,1.80E+06
450,80,41.8812,8,12,6.84114,6.84E+06
500,60,40.1243,8,12,4.86357,4.86E+06
600,40,29.2862,8,12,2.52671,2.53E+06
600,80,41.7888,8,12,6.11256,6.11E+06
750,80,42.054,8,12,5.20862,5.21E+06
800,80,43.0763,8,12,7.26722,7.27E+06
800,90,44.009,8,12,5.29426,5.29E+06
800,100,46.2062,8,12,6.51642,6.52E+06
900,80,43.4228,8,12,5.53313,5.53E+06
950,40,31.3126,8,12,2.7098,2.71E+06
1000,30,30.6257,8,12,2.6314,2.63E+06
1000,70,42.0425,8,12,6.00641,6.01E+06
50,10,17.3691,9,13.5,1.11653,1.12E+06
200,50,33.4767,9,13.5,4.60166,4.60E+06
250,30,26.2017,9,13.5,2.75373,2.75E+06
250,50,34.092,9,13.5,4.3972,4.40E+06
300,40,30.1645,9,13.5,3.55274,3.55E+06
300,90,41.962,9,13.5,6.64943,6.65E+06
400,30,26.257,9,13.5,2.9206,2.92E+06
400,90,40.7935,9,13.5,6.68985,6.69E+06
600,90,41.962,9,13.5,7.07184,7.07E+06
650,20,24.9542,9,13.5,2.33838,2.34E+06
650,90,43.6782,9,13.5,7.53186,7.53E+06
750,70,40.4245,9,13.5,7.60944,7.61E+06
850,20,24.2267,9,13.5,2.26836,2.27E+06
850,100,44.6091,9,13.5,7.64747,7.65E+06
900,70,40.8054,9,13.5,5.19638,5.20E+06
950,70,39.6394,9,13.5,6.63795,6.64E+06
950,100,46.8401,9,13.5,6.10927,6.11E+06
200,20,23.1867,10,15,2.08458,2.08E+06
250,70,39.3702,10,15,7.47062,7.47E+06
450,30,27.3395,10,15,2.79325,2.79E+06
550,30,28.7026,10,15,2.79935,2.80E+06
650,70,37.5602,10,15,8.46731,8.47E+06
700,90,44.0639,10,15,7.87915,7.88E+06
850,60,36.7404,10,93.33333333,7.1436,7.14E+06
900,40,29.6797,10,93.33333333,3.68962,3.69E+06
1000,50,34.0211,10,93.33333333,6.01467,6.01E+06
1000,80,40.8764,10,93.33333333,6.93523,6.94E+06
1000,100,46.2271,10,93.33333333,7.4686,7.47E+06
300,50,34.4448,11,102.6666667,4.6039,4.60E+06
350,50,33.6783,11,102.6666667,5.99946,6.00E+06
400,20,22.1632,11,102.6666667,2.61985,2.62E+06
400,40,29.4672,11,102.6666667,4.11946,4.12E+06
450,10,19.0422,11,102.6666667,1.55267,1.55E+06
800,20,20.4618,11,102.6666667,3.13228,3.13E+06
1000,60,37.4313,11,102.6666667,8.03703,8.04E+06
150,20,21.767,12,112,3.19005,3.19E+06
500,20,24.4848,12,112,3.34089,3.34E+06
550,90,41.3234,12,112,9.18094,9.18E+06
600,20,24.366,12,112,2.74865,2.75E+06
900,20,25.5288,12,112,2.83729,2.84E+06
350,10,16.832,13,121.3333333,2.17466,2.17E+06
350,30,25.7926,13,121.3333333,3.48443,3.48E+06
550,50,34.4026,13,121.3333333,7.2611,7.26E+06
700,10,16.9465,13,121.3333333,2.16174,2.16E+06
700,20,24.366,13,121.3333333,3.65604,3.66E+06
550,10,20.1043,14,130.6666667,2.11122,2.11E+06
850,70,37.5602,14,130.6666667,12.8718,1.29E+07
1000,20,23.9861,14,130.6666667,3.20682,3.21E+06
1000,40,32.0301,14,130.6666667,5.95877,5.96E+06
150,10,15.5479,15,103,1.95815,1.96E+06
300,10,17.6727,15,107,2.69975,2.70E+06
300,30,25.7175,15,110,5.1387,5.14E+06
650,40,29.9715,15,119,6.60356,6.60E+06
850,10,18.9148,15,119,2.89788,2.90E+06
850,30,28.3466,15,123,5.44131,5.44E+06
600,10,21.0213,16,150,2.9364,2.94E+06
700,30,26.9476,16,155,5.64078,5.64E+06
750,90,44.1625,16,156,15.139,1.51E+07
800,30,29.6634,16,158,6.34843,6.35E+06
900,100,43.5451,16,158,13.4875,1.35E+07
400,10,15.2971,17,158,2.80281,2.80E+06
500,10,18.4752,18,160,3.08503,3.09E+06
650,10,17.8089,19,165,3.17675,3.18E+06
500,30,25.661,20,177,5.76322,5.76E+06
700,40,32.9967,20,180,8.36115,8.36E+06
800,10,18.1318,20,186,3.47309,3.47E+06
650,30,28.9541,21,190,8.54061,8.54E+06
1000,10,18.0784,21,196,4.08858,4.09E+06
600,30,28.1755,23,214,9.87431,9.87E+06
950,10,17.8361,24,224,5.45661,5.46E+06
750,10,18.0784,28,261,6.54018,6.54E+06
900,10,16.8607,30,280,7.28252,7.28E+06
